ts_iso,elapsed_s,state,battery_percent,height_cm,flow_vx_cms,flow_vy_cms,speed_cms,angle_roll_deg,angle_pitch_deg,angle_yaw_deg,accel_x,accel_y,accel_z,temp_c
2025-10-29T19:12:18-04:00,120.5,,,-100.0,300.0,0.0,300.0,0,0,165,0,0,97,40.91
2025-10-29T19:12:18-04:00,121.0,,,-100.0,0.0,1700.0,1700.0,0,0,165,0,0,98,40.91
2025-10-29T19:12:19-04:00,121.5,,,-100.0,200.0,51000.0,51000.392,0,0,165,0,0,97,40.91
2025-10-29T19:12:19-04:00,122.0,,,-100.0,200.0,51000.0,51000.392,0,0,165,0,0,98,41.15
2025-10-29T19:12:20-04:00,122.5,,,-100.0,200.0,51000.0,51000.392,0,0,165,0,0,97,41.15
2025-10-29T19:12:20-04:00,123.0,,,-100.0,200.0,51000.0,51000.392,0,0,165,0,0,98,41.15
2025-10-29T19:12:21-04:00,123.5,,,-100.0,100.0,4100.0,4101.219,0,0,165,0,0,97,41.32
2025-10-29T19:12:21-04:00,124.0,,,-100.0,0.0,-4600.0,4600.0,0,0,165,0,0,97,41.38
2025-10-29T19:12:22-04:00,124.5,,,-100.0,0.0,-4600.0,4600.0,0,0,165,0,0,98,41.38
2025-10-29T19:12:22-04:00,125.0,,,-100.0,0.0,-4600.0,4600.0,0,0,165,0,0,98,41.38
