ts_iso,elapsed_s,state,battery_percent,height_cm,flow_vx_cms,flow_vy_cms,speed_cms,angle_roll_deg,angle_pitch_deg,angle_yaw_deg,accel_x,accel_y,accel_z,colors,temp_c
2025-10-29T19:43:03-04:00,0.0,ModeFlight.Ready,100,-100.0,-1100.0,-2900.0,3101.612,0,0,-1,0,0,98,"['yellow', 'yellow']",43.42
2025-10-29T19:43:03-04:00,0.5,ModeFlight.Ready,100,-100.0,300.0,11600.0,11603.879,0,0,-1,0,0,98,"['yellow', 'yellow']",43.43
2025-10-29T19:43:04-04:00,1.0,ModeFlight.Ready,100,-100.0,0.0,7400.0,7400.0,0,0,-1,0,0,98,"['yellow', 'yellow']",43.43
2025-10-29T19:43:04-04:00,1.5,ModeFlight.Ready,100,-100.0,300.0,8200.0,8205.486,0,0,-1,0,0,98,"['yellow', 'yellow']",43.44
2025-10-29T19:43:05-04:00,2.0,ModeFlight.Ready,100,-100.0,400.0,1700.0,1746.425,0,0,-1,0,0,97,"['yellow', 'yellow']",43.46
2025-10-29T19:43:05-04:00,2.5,ModeFlight.Ready,100,-100.0,-100.0,20500.0,20500.244,0,0,-1,0,0,98,"['yellow', 'yellow']",43.47
2025-10-29T19:43:06-04:00,3.0,ModeFlight.Ready,100,-100.0,200.0,-5700.0,5703.508,0,0,-1,0,0,98,"['yellow', 'yellow']",43.48
2025-10-29T19:43:06-04:00,3.5,ModeFlight.Ready,100,-100.0,400.0,-4200.0,4219.005,0,0,-1,0,0,98,"['yellow', 'yellow']",43.49
2025-10-29T19:43:07-04:00,4.0,ModeFlight.Ready,100,-100.0,400.0,0.0,400.0,0,0,-1,0,0,98,"['yellow', 'yellow']",43.51
2025-10-29T19:43:07-04:00,4.5,ModeFlight.Ready,100,-100.0,300.0,2400.0,2418.677,0,0,-1,0,0,98,"['yellow', 'yellow']",43.51
2025-10-29T19:43:08-04:00,5.0,ModeFlight.Ready,100,-100.0,400.0,2300.0,2334.524,0,0,-1,0,0,98,"['yellow', 'yellow']",43.53
2025-10-29T19:43:08-04:00,5.5,ModeFlight.Ready,100,-100.0,600.0,2300.0,2376.973,0,0,-1,0,0,98,"['yellow', 'yellow']",43.53
2025-10-29T19:43:09-04:00,6.0,ModeFlight.Ready,100,-100.0,600.0,2300.0,2376.973,0,0,-1,0,0,98,"['yellow', 'yellow']",43.54
2025-10-29T19:43:09-04:00,6.5,ModeFlight.Ready,100,-100.0,0.0,800.0,800.0,0,0,-1,0,0,97,"['yellow', 'yellow']",43.55
2025-10-29T19:43:10-04:00,7.0,ModeFlight.Ready,100,-100.0,-1400.0,55600.0,55617.623,0,0,-1,0,0,97,"['yellow', 'yellow']",43.55
2025-10-29T19:43:10-04:00,7.5,ModeFlight.Ready,100,-100.0,-1400.0,9000.0,9108.238,0,0,-1,0,0,98,"['yellow', 'yellow']",43.56
2025-10-29T19:43:11-04:00,8.0,ModeFlight.Ready,99,2.2,-100.0,3200.0,3201.562,0,0,0,0,1,98,"['yellow', 'yellow']",43.53
